# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
130637at33090	Complete	h1tg000025l	1965769	1980226	+	380.1	233	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
131556at33090	Complete	h1tg000006l	7992906	7996139	+	495.4	304	https://v10-1.orthodb.org/?query=131556at33090	SUF system FeS cluster assembly, SufBD
131874at33090	Complete	h1tg000008l	6330114	6342246	+	780.9	523	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131914at33090	Complete	h1tg000012l	1452811	1478362	+	165.6	176	https://v10-1.orthodb.org/?query=131914at33090	Aspartate/glutamate/uridylate kinase
133112at33090	Complete	h1tg000003l	21991075	21999382	-	336.1	263	https://v10-1.orthodb.org/?query=133112at33090	Predicted protein
133622at33090	Complete	h1tg000025l	4675947	4684811	+	347.4	279	https://v10-1.orthodb.org/?query=133622at33090	OTU domain
134078at33090	Complete	h1tg000022l	18536149	18546389	+	384.4	243	https://v10-1.orthodb.org/?query=134078at33090	Pseudouridine-5'-phosphate glycosidase
135419at33090	Complete	h1tg000020l	1884713	1886080	-	494.5	282	https://v10-1.orthodb.org/?query=135419at33090	NAD(P)-binding domain
135892at33090	Complete	h1tg000012l	8650873	8657676	+	696.1	428	https://v10-1.orthodb.org/?query=135892at33090	Pyridoxal phosphate-dependent transferase
136118at33090	Complete	h1tg000024l	8043476	8047979	+	807.2	449	https://v10-1.orthodb.org/?query=136118at33090	WD40 repeat
136267at33090	Complete	h1tg000047l	6735888	6743100	+	330.1	252	https://v10-1.orthodb.org/?query=136267at33090	Leucine-rich repeat, cysteine-containing subtype
136579at33090	Complete	h1tg000003l	1614934	1620843	-	341.6	316	https://v10-1.orthodb.org/?query=136579at33090	HI0933-like insert domain superfamily
137018at33090	Complete	h1tg000033l	8015693	8030008	-	544.7	286	https://v10-1.orthodb.org/?query=137018at33090	Photosynthesis system II assembly factor Ycf48/Hcf136
137771at33090	Complete	h1tg000049l	6354471	6364468	+	904.2	530	https://v10-1.orthodb.org/?query=137771at33090	Kelch repeat type 1
137787at33090	Complete	h1tg000032l	796620	802259	-	538.8	446	https://v10-1.orthodb.org/?query=137787at33090	U3 small nucleolar RNA-associated protein 6
138499at33090	Complete	h1tg000010l	13622645	13632910	+	256.7	156	https://v10-1.orthodb.org/?query=138499at33090	Tetratricopeptide repeat
138782at33090	Complete	h1tg000003l	28079045	28084012	+	354.1	223	https://v10-1.orthodb.org/?query=138782at33090	Domain of unknown function DUF1995
139062at33090	Complete	h1tg000016l	3267841	3282973	+	314.4	260	https://v10-1.orthodb.org/?query=139062at33090	Vps72/YL1, C-terminal
139450at33090	Complete	h1tg000026l	2974453	2982234	+	282.4	251	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139497at33090	Complete	h1tg000031l	2728492	2809988	+	1057.3	846	https://v10-1.orthodb.org/?query=139497at33090	Structural maintenance of chromosomes protein 5
140683at33090	Complete	h1tg000029l	2915070	2916676	-	210.5	203	https://v10-1.orthodb.org/?query=140683at33090	Glycerol kinase
140876at33090	Complete	h1tg000002l	24329120	24332827	-	339.2	212	https://v10-1.orthodb.org/?query=140876at33090	PsbP, C-terminal
141370at33090	Complete	h1tg000037l	8676951	8684886	-	323.1	211	https://v10-1.orthodb.org/?query=141370at33090	Integral membrane protein TerC
141861at33090	Complete	h1tg000032l	2318662	2323387	+	195.3	129	https://v10-1.orthodb.org/?query=141861at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
142077at33090	Complete	h1tg000010l	37487867	37493159	+	373.6	227	https://v10-1.orthodb.org/?query=142077at33090	Chlorophyll A-B binding protein
142382at33090	Complete	h1tg000022l	417768	420350	+	197.1	197	https://v10-1.orthodb.org/?query=142382at33090	PDZ domain
142433at33090	Complete	h1tg000025l	7041861	7055903	+	277.6	220	https://v10-1.orthodb.org/?query=142433at33090	tRNA/rRNA methyltransferase, SpoU type
143102at33090	Complete	h1tg000002l	18794104	18799344	+	438.8	257	https://v10-1.orthodb.org/?query=143102at33090	EamA domain
143347at33090	Complete	h1tg000010l	26643364	26658709	+	367.7	227	https://v10-1.orthodb.org/?query=143347at33090	Tetrapyrrole methylase
143963at33090	Complete	h1tg000033l	6893346	6912081	+	246.8	218	https://v10-1.orthodb.org/?query=143963at33090	SnoaL-like domain
143978at33090	Complete	h1tg000001l	19387121	19410121	+	1451.2	948	https://v10-1.orthodb.org/?query=143978at33090	Tetratricopeptide repeat
144144at33090	Complete	h1tg000037l	3294945	3305670	-	274.3	179	https://v10-1.orthodb.org/?query=144144at33090	CAP Gly-rich domain
144680at33090	Complete	h1tg000029l	2588831	2589949	-	312.5	251	https://v10-1.orthodb.org/?query=144680at33090	Ankyrin repeat-containing domain
144716at33090	Complete	h1tg000012l	6282338	6287653	-	330.8	229	https://v10-1.orthodb.org/?query=144716at33090	CAAX prenyl protease 2
144765at33090	Complete	h1tg000010l	35300294	35308856	-	401.9	255	https://v10-1.orthodb.org/?query=144765at33090	DNA glycosylase
144990at33090	Complete	h1tg000031l	3871349	3872257	+	398.6	251	https://v10-1.orthodb.org/?query=144990at33090	Squalene/phytoene synthase
145061at33090	Complete	h1tg000011l	1121764	1126390	-	816.5	472	https://v10-1.orthodb.org/?query=145061at33090	Tetratricopeptide repeat
145734at33090	Complete	h1tg000010l	33961508	33964497	+	471.3	280	https://v10-1.orthodb.org/?query=145734at33090	Methyltransferase type 11
146354at33090	Complete	h1tg000010l	36321210	36322103	-	286.3	190	https://v10-1.orthodb.org/?query=146354at33090	Thioredoxin
146469at33090	Complete	h1tg000012l	9128370	9131287	+	343.2	217	https://v10-1.orthodb.org/?query=146469at33090	Enoyl-CoA hydratase/isomerase
146772at33090	Complete	h1tg000024l	10522646	10525832	+	382.3	242	https://v10-1.orthodb.org/?query=146772at33090	Pantoate-beta-alanine ligase
146921at33090	Complete	h1tg000038l	9379194	9380943	+	364.3	212	https://v10-1.orthodb.org/?query=146921at33090	Magnesium-protoporphyrin IX methyltransferase
147083at33090	Complete	h1tg000010l	26726743	26730235	+	307.8	234	https://v10-1.orthodb.org/?query=147083at33090	NAD(P)-binding domain superfamily
147262at33090	Complete	h1tg000020l	2445694	2456061	-	358.5	242	https://v10-1.orthodb.org/?query=147262at33090	ABC/ECF transporter, transmembrane component
148236at33090	Complete	h1tg000014l	2718736	2727395	-	269.9	200	https://v10-1.orthodb.org/?query=148236at33090	Uncharacterised protein family UPF0454
148539at33090	Complete	h1tg000010l	33787139	33795998	-	579.8	389	https://v10-1.orthodb.org/?query=148539at33090	GTP binding domain
148839at33090	Complete	h1tg000001l	18531421	18535438	+	461.1	337	https://v10-1.orthodb.org/?query=148839at33090	Proteasome component (PCI) domain
149782at33090	Complete	h1tg000003l	4271794	4276057	+	221.6	176	https://v10-1.orthodb.org/?query=149782at33090	Ribosome recycling factor
150470at33090	Complete	h1tg000030l	3632886	3643390	-	271.9	202	https://v10-1.orthodb.org/?query=150470at33090	Protein HGH1 N-terminal
150559at33090	Complete	h1tg000003l	3431063	3433813	+	239.3	170	https://v10-1.orthodb.org/?query=150559at33090	Ribosomal RNA processing protein 8
152317at33090	Complete	h1tg000038l	2866555	2876608	+	353.6	235	https://v10-1.orthodb.org/?query=152317at33090	Translation initiation factor 3
153820at33090	Complete	h1tg000032l	6789057	6803098	-	486.1	306	https://v10-1.orthodb.org/?query=153820at33090	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052
154870at33090	Complete	h1tg000003l	16352242	16395231	-	652.8	523	https://v10-1.orthodb.org/?query=154870at33090	Nicastrin
155102at33090	Complete	h1tg000016l	3991316	3996426	+	301.4	164	https://v10-1.orthodb.org/?query=155102at33090	Cytochrome c oxidase assembly protein CtaG/Cox11
156843at33090	Complete	h1tg000023l	22746716	22748711	-	302.8	183	https://v10-1.orthodb.org/?query=156843at33090	Ribosomal protein L3
156887at33090	Complete	h1tg000002l	992838	1003586	-	222.3	156	https://v10-1.orthodb.org/?query=156887at33090	ABC transporter, conserved site
158492at33090	Complete	h1tg000025l	3814370	3822318	-	309.7	200	https://v10-1.orthodb.org/?query=158492at33090	Ribosome biogenesis protein
158957at33090	Complete	h1tg000002l	8240563	8257253	-	245.4	160	https://v10-1.orthodb.org/?query=158957at33090	HAD superfamily
160064at33090	Complete	h1tg000020l	5803626	5824645	-	327.0	208	https://v10-1.orthodb.org/?query=160064at33090	Electron transfer flavoprotein, beta subunit
160610at33090	Complete	h1tg000047l	2737841	2741926	-	436.8	250	https://v10-1.orthodb.org/?query=160610at33090	RNA-binding S4 domain
160680at33090	Complete	h1tg000001l	7148550	7227321	+	744.3	561	https://v10-1.orthodb.org/?query=160680at33090	Tetratricopeptide repeat
161054at33090	Complete	h1tg000019l	10093437	10099125	+	339.6	228	https://v10-1.orthodb.org/?query=161054at33090	Methyltransferase small domain
161066at33090	Complete	h1tg000025l	4931777	4974254	-	390.1	289	https://v10-1.orthodb.org/?query=161066at33090	FAD dependent oxidoreductase
161269at33090	Complete	h1tg000038l	8586223	8590660	-	239.5	181	https://v10-1.orthodb.org/?query=161269at33090	Deoxycytidylate deaminase domain
161309at33090	Complete	h1tg000023l	8744927	8761557	-	336.5	245	https://v10-1.orthodb.org/?query=161309at33090	Calycin
161559at33090	Complete	h1tg000014l	2836393	2841944	-	284.1	228	https://v10-1.orthodb.org/?query=161559at33090	Protein prenyltransferase, alpha subunit
161966at33090	Complete	h1tg000025l	11453710	11466162	+	350.9	206	https://v10-1.orthodb.org/?query=161966at33090	RNA-binding S4 domain
162794at33090	Complete	h1tg000037l	6623301	6642459	+	451.9	252	https://v10-1.orthodb.org/?query=162794at33090	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
163097at33090	Complete	h1tg000003l	2481445	2485653	+	522.6	305	https://v10-1.orthodb.org/?query=163097at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
163701at33090	Complete	h1tg000024l	522903	535915	+	128.4	124	https://v10-1.orthodb.org/?query=163701at33090	P-loop containing nucleoside triphosphate hydrolase
163833at33090	Complete	h1tg000005l	1689330	1750303	+	654.5	359	https://v10-1.orthodb.org/?query=163833at33090	THIF-type NAD/FAD binding fold
164019at33090	Complete	h1tg000031l	24278136	24286837	-	275.2	200	https://v10-1.orthodb.org/?query=164019at33090	Aminotransferase class IV
164280at33090	Complete	h1tg000003l	29826493	29830556	+	277.5	161	https://v10-1.orthodb.org/?query=164280at33090	Pre-mRNA-splicing factor 38
164556at33090	Complete	h1tg000019l	13502799	13510322	-	206.0	148	https://v10-1.orthodb.org/?query=164556at33090	Putative rRNA methylase
165103at33090	Complete	h1tg000039l	1087514	1093722	-	393.3	235	https://v10-1.orthodb.org/?query=165103at33090	Carbon-nitrogen hydrolase
166645at33090	Complete	h1tg000003l	17147	49631	+	1252.5	1017	https://v10-1.orthodb.org/?query=166645at33090	Sister chromatid cohesion protein
166660at33090	Complete	h1tg000007l	13098400	13113138	+	252.8	143	https://v10-1.orthodb.org/?query=166660at33090	ATP-dependent helicase/deoxyribonuclease subunit B
167076at33090	Complete	h1tg000008l	6820407	6822685	-	227.2	153	https://v10-1.orthodb.org/?query=167076at33090	Oxoglutarate/iron-dependent dioxygenase
167217at33090	Complete	h1tg000002l	25827674	25828429	+	419.9	216	https://v10-1.orthodb.org/?query=167217at33090	tRNA (guanine-N(7)-)-methyltransferase
167325at33090	Complete	h1tg000022l	254863	273754	-	173.0	150	https://v10-1.orthodb.org/?query=167325at33090	Unnamed product
167809at33090	Complete	h1tg000031l	7370147	7375171	+	314.5	167	https://v10-1.orthodb.org/?query=167809at33090	Peptidyl-prolyl cis-trans isomerase
167850at33090	Complete	h1tg000025l	11483151	11487549	+	196.2	169	https://v10-1.orthodb.org/?query=167850at33090	Autophagy-related protein 3
167932at33090	Complete	h1tg000010l	24325619	24328097	+	364.8	192	https://v10-1.orthodb.org/?query=167932at33090	PsbP, C-terminal
168269at33090	Complete	h1tg000024l	218356	234981	+	333.5	194	https://v10-1.orthodb.org/?query=168269at33090	P-loop containing nucleoside triphosphate hydrolase
168270at33090	Complete	h1tg000031l	2003123	2007075	+	393.9	235	https://v10-1.orthodb.org/?query=168270at33090	Tab2-like
168563at33090	Complete	h1tg000049l	264377	268643	+	198.1	174	https://v10-1.orthodb.org/?query=168563at33090	Tetratricopeptide repeat
169007at33090	Complete	h1tg000020l	2327543	2330484	-	253.4	147	https://v10-1.orthodb.org/?query=169007at33090	tRNA/rRNA methyltransferase, SpoU type
170939at33090	Complete	h1tg000049l	7770408	7777400	-	584.1	341	https://v10-1.orthodb.org/?query=170939at33090	ATPase, AAA-type, conserved site
170945at33090	Complete	h1tg000006l	3065022	3066692	+	526.1	332	https://v10-1.orthodb.org/?query=170945at33090	Helicase, C-terminal
171195at33090	Complete	h1tg000022l	18761148	18761876	-	311.3	193	https://v10-1.orthodb.org/?query=171195at33090	urease accessory protein F
171627at33090	Complete	h1tg000002l	11243283	11243955	+	183.1	137	https://v10-1.orthodb.org/?query=171627at33090	OPI10 family
171708at33090	Complete	h1tg000006l	548755	558893	+	286.1	259	https://v10-1.orthodb.org/?query=171708at33090	WD40-repeat-containing domain
171767at33090	Complete	h1tg000007l	14309704	14311545	+	288.5	179	https://v10-1.orthodb.org/?query=171767at33090	PsbP, C-terminal
172000at33090	Complete	h1tg000002l	25464510	25468755	+	466.1	290	https://v10-1.orthodb.org/?query=172000at33090	Ribosomal RNA small subunit methyltransferase H
172535at33090	Complete	h1tg000029l	12850369	12888231	-	664.4	392	https://v10-1.orthodb.org/?query=172535at33090	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
172666at33090	Complete	h1tg000003l	2767568	2777821	+	343.8	202	https://v10-1.orthodb.org/?query=172666at33090	Peptide deformylase
173119at33090	Complete	h1tg000001l	1196832	1197731	-	247.4	187	https://v10-1.orthodb.org/?query=173119at33090	DNA recombination and repair protein Rad51-like, C-terminal
173143at33090	Complete	h1tg000023l	7135715	7145194	-	219.8	155	https://v10-1.orthodb.org/?query=173143at33090	Nucleoporin, NSP1-like, C-terminal
173477at33090	Complete	h1tg000002l	27382528	27387109	-	232.1	155	https://v10-1.orthodb.org/?query=173477at33090	PITH domain
173581at33090	Complete	h1tg000007l	5826882	5879233	+	375.3	222	https://v10-1.orthodb.org/?query=173581at33090	TatD family
174202at33090	Complete	h1tg000002l	25880390	25883275	-	191.7	127	https://v10-1.orthodb.org/?query=174202at33090	RNA methyltransferase RlmH
174213at33090	Complete	h1tg000031l	1665433	1676018	+	238.7	212	https://v10-1.orthodb.org/?query=174213at33090	Folate-sensitive fragile site protein Fra10Ac1
174767at33090	Complete	h1tg000038l	207780	209868	-	445.2	235	https://v10-1.orthodb.org/?query=174767at33090	Histidine phosphatase superfamily
175583at33090	Complete	h1tg000023l	7052158	7066984	-	177.0	131	https://v10-1.orthodb.org/?query=175583at33090	Plastid lipid-associated protein/fibrillin conserved domain
175792at33090	Complete	h1tg000033l	6891045	6892042	-	214.0	177	https://v10-1.orthodb.org/?query=175792at33090	Winged helix-like DNA-binding domain superfamily
175963at33090	Complete	h1tg000020l	6976671	6979115	-	364.0	202	https://v10-1.orthodb.org/?query=175963at33090	Plastid lipid-associated protein/fibrillin conserved domain
176016at33090	Complete	h1tg000024l	1575351	1606223	+	293.3	157	https://v10-1.orthodb.org/?query=176016at33090	GNAT domain
176328at33090	Complete	h1tg000010l	1569741	1584094	-	744.0	497	https://v10-1.orthodb.org/?query=176328at33090	SUI1 domain
177296at33090	Complete	h1tg000001l	17557689	17563241	+	275.6	161	https://v10-1.orthodb.org/?query=177296at33090	Methyltransferase domain
177720at33090	Complete	h1tg000003l	24017392	24065003	+	525.7	391	https://v10-1.orthodb.org/?query=177720at33090	Transglutaminase-like
177964at33090	Complete	h1tg000012l	9853694	9856791	+	332.8	194	https://v10-1.orthodb.org/?query=177964at33090	Peptidylprolyl isomerase
178386at33090	Complete	h1tg000002l	5917671	5921190	-	334.5	218	https://v10-1.orthodb.org/?query=178386at33090	Glucose-6-phosphate 1-epimerase
179975at33090	Missing
180408at33090	Complete	h1tg000003l	5833679	5835068	-	282.4	162	https://v10-1.orthodb.org/?query=180408at33090	Cofactor assembly of complex C subunit B, CCB1
180466at33090	Complete	h1tg000007l	10365485	10369776	+	280.8	197	https://v10-1.orthodb.org/?query=180466at33090	Copper chaperone SCO1/SenC
180674at33090	Complete	h1tg000027l	634114	638915	-	416.0	235	https://v10-1.orthodb.org/?query=180674at33090	Nuclear protein
181108at33090	Complete	h1tg000002l	25892207	25895025	-	267.9	169	https://v10-1.orthodb.org/?query=181108at33090	Plastid lipid-associated protein/fibrillin conserved domain
182493at33090	Complete	h1tg000038l	4949841	4951342	-	222.0	171	https://v10-1.orthodb.org/?query=182493at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
182513at33090	Complete	h1tg000023l	10482014	10502217	-	343.4	244	https://v10-1.orthodb.org/?query=182513at33090	Protohaem IX farnesyltransferase
182936at33090	Complete	h1tg000021l	3506781	3519289	-	291.1	273	https://v10-1.orthodb.org/?query=182936at33090	Etoposide-induced 2.4
182952at33090	Complete	h1tg000002l	25289513	25297007	-	283.5	196	https://v10-1.orthodb.org/?query=182952at33090	Transcriptional regulator TACO1-like
183313at33090	Complete	h1tg000023l	4562201	4565735	+	352.2	226	https://v10-1.orthodb.org/?query=183313at33090	Protein-ribulosamine 3-kinase, chloroplastic
183396at33090	Complete	h1tg000038l	719497	722386	+	191.4	110	https://v10-1.orthodb.org/?query=183396at33090	Protein of unknown function DUF393
183719at33090	Complete	h1tg000002l	25119127	25131574	+	484.3	332	https://v10-1.orthodb.org/?query=183719at33090	Tocopherol cyclase
183931at33090	Complete	h1tg000047l	9651112	9655100	+	369.8	240	https://v10-1.orthodb.org/?query=183931at33090	WD40 repeat
184066at33090	Complete	h1tg000006l	561809	566740	+	144.6	95	https://v10-1.orthodb.org/?query=184066at33090	Protein of unknown function DUF3593
184405at33090	Complete	h1tg000025l	10287666	10291325	+	449.5	320	https://v10-1.orthodb.org/?query=184405at33090	DNA glycosylase
184776at33090	Complete	h1tg000024l	4725751	4727847	+	283.3	154	https://v10-1.orthodb.org/?query=184776at33090	NIF system FeS cluster assembly, NifU, C-terminal
185172at33090	Duplicated	h1tg000022l	18268870	18269574	-	174.1	105	https://v10-1.orthodb.org/?query=185172at33090	Molybdopterin synthase catalytic subunit
185172at33090	Duplicated	h1tg000010l	17123154	17123630	-	153.5	98	https://v10-1.orthodb.org/?query=185172at33090	Molybdopterin synthase catalytic subunit
185214at33090	Complete	h1tg000023l	4119759	4124671	+	231.3	173	https://v10-1.orthodb.org/?query=185214at33090	Plastid lipid-associated protein/fibrillin conserved domain
185696at33090	Complete	h1tg000023l	4108441	4113185	+	673.7	588	https://v10-1.orthodb.org/?query=185696at33090	TCF25/Rqc1
185941at33090	Complete	h1tg000010l	37338029	37339768	+	194.6	130	https://v10-1.orthodb.org/?query=185941at33090	PsbP, C-terminal
186340at33090	Complete	h1tg000003l	30512051	30514785	+	344.0	177	https://v10-1.orthodb.org/?query=186340at33090	PsbP, C-terminal
187462at33090	Complete	h1tg000002l	26933341	26941164	-	529.8	404	https://v10-1.orthodb.org/?query=187462at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
187866at33090	Complete	h1tg000037l	458459	459220	+	209.0	188	https://v10-1.orthodb.org/?query=187866at33090	DTW
187914at33090	Complete	h1tg000008l	2666836	2672310	-	445.9	323	https://v10-1.orthodb.org/?query=187914at33090	Mur ligase, central
188180at33090	Complete	h1tg000022l	21571035	21578320	+	274.0	144	https://v10-1.orthodb.org/?query=188180at33090	Lactoylglutathione lyase
188436at33090	Complete	h1tg000045l	8845204	8851072	-	252.5	180	https://v10-1.orthodb.org/?query=188436at33090	Mpv17/PMP22
188583at33090	Complete	h1tg000003l	27783874	27791519	+	408.2	242	https://v10-1.orthodb.org/?query=188583at33090	RuvA domain 2-like
188938at33090	Complete	h1tg000003l	8820161	8828281	+	335.3	182	https://v10-1.orthodb.org/?query=188938at33090	Protein of unknown function DUF2854
189891at33090	Complete	h1tg000031l	1066391	1070123	-	361.7	209	https://v10-1.orthodb.org/?query=189891at33090	Tetrapyrrole methylase
190390at33090	Complete	h1tg000002l	23050919	23058611	+	278.9	195	https://v10-1.orthodb.org/?query=190390at33090	Haem peroxidase
191125at33090	Complete	h1tg000010l	36203705	36208740	+	457.5	295	https://v10-1.orthodb.org/?query=191125at33090	RNA-binding S4 domain
191396at33090	Fragmented	h1tg000002l	23446936	23454999	+	247.3	179	https://v10-1.orthodb.org/?query=191396at33090	C-5 cytosine methyltransferase
191581at33090	Complete	h1tg000003l	27594612	27597819	+	397.2	224	https://v10-1.orthodb.org/?query=191581at33090	TPM domain
192090at33090	Duplicated	h1tg000007l	2093417	2101432	+	680.2	463	https://v10-1.orthodb.org/?query=192090at33090	MIF4G-like domain superfamily
192090at33090	Duplicated	h1tg000020l	7019165	7027646	+	598.8	464	https://v10-1.orthodb.org/?query=192090at33090	MIF4G-like domain superfamily
192376at33090	Complete	h1tg000002l	26126935	26127803	+	177.3	105	https://v10-1.orthodb.org/?query=192376at33090	Peptidyl-tRNA hydrolase II domain superfamily
192456at33090	Complete	h1tg000037l	6851739	6858625	+	205.0	162	https://v10-1.orthodb.org/?query=192456at33090	OTU domain
192750at33090	Complete	h1tg000006l	3923889	3926947	-	381.7	217	https://v10-1.orthodb.org/?query=192750at33090	ATP-dependent Clp protease proteolytic subunit
193351at33090	Complete	h1tg000005l	13903807	13906381	-	236.3	132	https://v10-1.orthodb.org/?query=193351at33090	Protein of unknown function DUF393
193437at33090	Complete	h1tg000023l	2936156	2936740	-	210.6	131	https://v10-1.orthodb.org/?query=193437at33090	Molybdopterin cofactor biosynthesis C (MoaC) domain
193683at33090	Complete	h1tg000031l	15527617	15540010	+	192.5	143	https://v10-1.orthodb.org/?query=193683at33090	Multiple myeloma tumor-associated protein 2-like
193777at33090	Complete	h1tg000025l	3489458	3495774	+	354.2	251	https://v10-1.orthodb.org/?query=193777at33090	Peptidase M41-like
193982at33090	Complete	h1tg000006l	8044310	8056433	-	238.1	153	https://v10-1.orthodb.org/?query=193982at33090	Uncharacterised domain SAYSvFN
194002at33090	Complete	h1tg000025l	7364594	7366957	-	226.5	145	https://v10-1.orthodb.org/?query=194002at33090	Impact, N-terminal
194293at33090	Complete	h1tg000023l	4567248	4571911	-	273.8	225	https://v10-1.orthodb.org/?query=194293at33090	rRNA adenine N(6)-methyltransferase
194372at33090	Complete	h1tg000008l	6397742	6398206	-	185.9	101	https://v10-1.orthodb.org/?query=194372at33090	Uncharacterised protein family Ycf20
194467at33090	Complete	h1tg000023l	3447271	3448558	+	332.8	179	https://v10-1.orthodb.org/?query=194467at33090	Protein of unknown function DUF4079
195185at33090	Complete	h1tg000022l	6905671	6906495	-	375.9	208	https://v10-1.orthodb.org/?query=195185at33090	Ribosomal protein L4/L1e
195354at33090	Complete	h1tg000010l	30889081	30892095	-	208.7	157	https://v10-1.orthodb.org/?query=195354at33090	DNA glycosylase
195527at33090	Complete	h1tg000010l	15733435	15779533	+	462.3	301	https://v10-1.orthodb.org/?query=195527at33090	tRNA pseudouridine synthase
195843at33090	Complete	h1tg000001l	18229447	18231419	+	169.1	155	https://v10-1.orthodb.org/?query=195843at33090	Meiotic nuclear division protein 1 homolog
196198at33090	Complete	h1tg000031l	7042313	7059018	-	154.8	94	https://v10-1.orthodb.org/?query=196198at33090	Thioredoxin
196248at33090	Complete	h1tg000010l	13157436	13160394	+	182.4	122	https://v10-1.orthodb.org/?query=196248at33090	Transcription termination factor, mitochondrial/chloroplastic
196324at33090	Complete	h1tg000003l	9716270	9725422	+	308.9	212	https://v10-1.orthodb.org/?query=196324at33090	Alpha/Beta hydrolase fold
196325at33090	Complete	h1tg000037l	7868343	7871088	-	288.9	240	https://v10-1.orthodb.org/?query=196325at33090	WD40 repeat
196410at33090	Complete	h1tg000017l	5816164	5860174	+	357.4	221	https://v10-1.orthodb.org/?query=196410at33090	Alpha-N-methyltransferase NTM1
196443at33090	Missing
196490at33090	Complete	h1tg000001l	147532	169784	-	272.1	214	https://v10-1.orthodb.org/?query=196490at33090	YaeB, N-terminal domain superfamily
196512at33090	Complete	h1tg000012l	7854026	7857951	+	605.9	368	https://v10-1.orthodb.org/?query=196512at33090	Ribosome biogenesis GTPase RsgA
196850at33090	Complete	h1tg000029l	720115	725087	-	234.3	130	https://v10-1.orthodb.org/?query=196850at33090	Ribosome-binding factor A
196873at33090	Complete	h1tg000003l	5804529	5806241	-	293.7	149	https://v10-1.orthodb.org/?query=196873at33090	GNAT domain
196991at33090	Complete	h1tg000037l	2600235	2601923	-	223.1	192	https://v10-1.orthodb.org/?query=196991at33090	G-patch domain
197780at33090	Complete	h1tg000003l	299725	302873	-	345.7	183	https://v10-1.orthodb.org/?query=197780at33090	tRNA/rRNA methyltransferase, SpoU type
197838at33090	Complete	h1tg000002l	2856542	2857203	+	167.7	109	https://v10-1.orthodb.org/?query=197838at33090	Predicted protein
198012at33090	Complete	h1tg000032l	6262507	6268698	-	142.2	112	https://v10-1.orthodb.org/?query=198012at33090	D-aminoacyl-tRNA deacylase
198570at33090	Complete	h1tg000010l	35027787	35032441	-	426.1	275	https://v10-1.orthodb.org/?query=198570at33090	F-box domain
199163at33090	Complete	h1tg000039l	1430421	1439364	-	377.7	249	https://v10-1.orthodb.org/?query=199163at33090	tRNA-binding domain
199618at33090	Complete	h1tg000039l	1618970	1622331	-	505.6	325	https://v10-1.orthodb.org/?query=199618at33090	tRNA (guanine(26)-N(2))-dimethyltransferase
199795at33090	Complete	h1tg000007l	15020328	15025043	-	190.8	117	https://v10-1.orthodb.org/?query=199795at33090	TPM domain
200316at33090	Complete	h1tg000047l	3580598	3586886	-	423.3	270	https://v10-1.orthodb.org/?query=200316at33090	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
200488at33090	Complete	h1tg000014l	1087126	1108675	+	330.2	254	https://v10-1.orthodb.org/?query=200488at33090	5'-3' exonuclease, alpha-helical arch, N-terminal
200499at33090	Complete	h1tg000008l	297925	301563	+	493.4	325	https://v10-1.orthodb.org/?query=200499at33090	PPM-type phosphatase domain
200687at33090	Complete	h1tg000008l	364795	368290	-	335.0	182	https://v10-1.orthodb.org/?query=200687at33090	Pentapeptide repeat
201861at33090	Complete	h1tg000056l	323555	340545	+	217.1	189	https://v10-1.orthodb.org/?query=201861at33090	Ubiquinol-cytochrome c chaperone, CBP3
202025at33090	Complete	h1tg000038l	6814289	6816266	-	260.8	156	https://v10-1.orthodb.org/?query=202025at33090	Microbial collagenase
203023at33090	Complete	h1tg000003l	24483212	24483811	+	240.7	137	https://v10-1.orthodb.org/?query=203023at33090	Rubredoxin domain
203383at33090	Complete	h1tg000001l	12428739	12429872	-	355.5	235	https://v10-1.orthodb.org/?query=203383at33090	Replication termination factor 2
203818at33090	Complete	h1tg000024l	3397553	3401587	+	136.4	114	https://v10-1.orthodb.org/?query=203818at33090	Ribosome biogenesis protein Nop16
204117at33090	Complete	h1tg000045l	1689148	1692071	-	235.8	183	https://v10-1.orthodb.org/?query=204117at33090	Cardiolipin synthase N-terminal
204880at33090	Complete	h1tg000012l	9799383	9804683	+	339.8	211	https://v10-1.orthodb.org/?query=204880at33090	Protein of unknown function DUF2301
205308at33090	Complete	h1tg000047l	2112504	2123038	+	327.5	188	https://v10-1.orthodb.org/?query=205308at33090	Ribonuclease H superfamily
206164at33090	Complete	h1tg000003l	29651148	29653393	-	241.8	142	https://v10-1.orthodb.org/?query=206164at33090	PUA domain
